puzzle_id,technique_code,use_count
hsp-e8a82efb6de502933942,hiddenSingle,14
hsp-e8a82efb6de502933942,hiddenPair,5
hsp-1f16638fd94a43ec9f42,fullHouse,19
hsp-1f16638fd94a43ec9f42,nakedSingle,30
hsp-1f16638fd94a43ec9f42,hiddenSingle,8
hsp-1f16638fd94a43ec9f42,hiddenPair,2
hsp-65df4ab17e81573107cf,fullHouse,19
hsp-65df4ab17e81573107cf,nakedSingle,29
hsp-65df4ab17e81573107cf,hiddenSingle,9
hsp-65df4ab17e81573107cf,lockedCandidates.pointing,2
hsp-65df4ab17e81573107cf,hiddenPair,1
hsp-cb9edecab0f49c2d74c5,fullHouse,21
hsp-cb9edecab0f49c2d74c5,nakedSingle,28
hsp-cb9edecab0f49c2d74c5,hiddenSingle,8
hsp-cb9edecab0f49c2d74c5,hiddenPair,1
hsp-e4d99633fee635a01da2,fullHouse,21
hsp-e4d99633fee635a01da2,nakedSingle,19
hsp-e4d99633fee635a01da2,hiddenSingle,17
hsp-e4d99633fee635a01da2,hiddenPair,3
hsp-2049c7ee51622686be6d,fullHouse,21
hsp-2049c7ee51622686be6d,nakedSingle,27
hsp-2049c7ee51622686be6d,hiddenSingle,9
hsp-2049c7ee51622686be6d,lockedCandidates.claiming,2
hsp-2049c7ee51622686be6d,hiddenPair,1
hsp-3bb4e661da88c384979a,fullHouse,20
hsp-3bb4e661da88c384979a,nakedSingle,23
hsp-3bb4e661da88c384979a,hiddenSingle,14
hsp-3bb4e661da88c384979a,hiddenPair,2
hsp-aff66cb2d2d33fc00de6,fullHouse,19
hsp-aff66cb2d2d33fc00de6,nakedSingle,25
hsp-aff66cb2d2d33fc00de6,hiddenSingle,13
hsp-aff66cb2d2d33fc00de6,lockedCandidates.pointing,1
hsp-a805b8d166d7de387f8b,fullHouse,20
hsp-a805b8d166d7de387f8b,nakedSingle,23
hsp-a805b8d166d7de387f8b,hiddenSingle,14
hsp-a805b8d166d7de387f8b,lockedCandidates.pointing,1
hsp-52b9a197921dddc95ac5,fullHouse,18
hsp-52b9a197921dddc95ac5,nakedSingle,28
hsp-52b9a197921dddc95ac5,hiddenSingle,11
hsp-52b9a197921dddc95ac5,hiddenPair,1
hsp-2ffde8974724f9a2f70d,fullHouse,20
hsp-2ffde8974724f9a2f70d,nakedSingle,27
hsp-2ffde8974724f9a2f70d,hiddenSingle,10
hsp-2ffde8974724f9a2f70d,lockedCandidates.pointing,1
hsp-2ffde8974724f9a2f70d,lockedCandidates.claiming,1
hsp-eda73d386f1dd85c8f32,fullHouse,20
hsp-eda73d386f1dd85c8f32,nakedSingle,22
hsp-eda73d386f1dd85c8f32,hiddenSingle,15
hsp-eda73d386f1dd85c8f32,hiddenPair,1
hsp-80a3de38f38da9e1e092,fullHouse,21
hsp-80a3de38f38da9e1e092,nakedSingle,18
hsp-80a3de38f38da9e1e092,hiddenSingle,18
hsp-80a3de38f38da9e1e092,lockedCandidates.pointing,2
hsp-80a3de38f38da9e1e092,hiddenPair,1
hsp-33663103f64a5b1ad58f,fullHouse,21
hsp-33663103f64a5b1ad58f,nakedSingle,27
hsp-33663103f64a5b1ad58f,hiddenSingle,9
hsp-33663103f64a5b1ad58f,hiddenPair,2
hsp-1be0cec10462504d5681,fullHouse,19
hsp-1be0cec10462504d5681,nakedSingle,24
hsp-1be0cec10462504d5681,hiddenSingle,14
hsp-1be0cec10462504d5681,hiddenPair,2
hsp-4941207725b9bb0bb43c,fullHouse,21
hsp-4941207725b9bb0bb43c,nakedSingle,29
hsp-4941207725b9bb0bb43c,hiddenSingle,5
hsp-4941207725b9bb0bb43c,hiddenPair,1
hsp-90b14e1f8ed4ea8ae040,fullHouse,21
hsp-90b14e1f8ed4ea8ae040,nakedSingle,25
hsp-90b14e1f8ed4ea8ae040,hiddenSingle,9
hsp-90b14e1f8ed4ea8ae040,lockedCandidates.pointing,2
hsp-cc9d4a84211df052bda3,fullHouse,21
hsp-cc9d4a84211df052bda3,nakedSingle,22
hsp-cc9d4a84211df052bda3,hiddenSingle,15
hsp-cc9d4a84211df052bda3,hiddenPair,2
hsp-b8c19e87e397280f93ee,fullHouse,21
hsp-b8c19e87e397280f93ee,nakedSingle,23
hsp-b8c19e87e397280f93ee,hiddenSingle,14
hsp-b8c19e87e397280f93ee,hiddenPair,1
hsp-1bb0109c4e5037404a55,fullHouse,21
hsp-1bb0109c4e5037404a55,nakedSingle,25
hsp-1bb0109c4e5037404a55,hiddenSingle,12
hsp-1bb0109c4e5037404a55,lockedCandidates.pointing,4
hsp-1bb0109c4e5037404a55,lockedCandidates.claiming,1
hsp-1bb0109c4e5037404a55,hiddenPair,1
hsp-88f06a9824900bacd767,fullHouse,20
hsp-88f06a9824900bacd767,nakedSingle,25
hsp-88f06a9824900bacd767,hiddenSingle,13
hsp-88f06a9824900bacd767,lockedCandidates.claiming,1
hsp-88f06a9824900bacd767,nakedPair,1
hsp-260b17fb1557bc625e60,fullHouse,21
hsp-260b17fb1557bc625e60,nakedSingle,24
hsp-260b17fb1557bc625e60,hiddenSingle,11
hsp-260b17fb1557bc625e60,lockedCandidates.claiming,1
hsp-260b17fb1557bc625e60,nakedPair,1
hsp-260b17fb1557bc625e60,hiddenPair,3
hsp-6782870fc50de88ea465,fullHouse,20
hsp-6782870fc50de88ea465,nakedSingle,30
hsp-6782870fc50de88ea465,hiddenSingle,6
hsp-6782870fc50de88ea465,hiddenPair,2
hsp-9734a973db6967dd7a9c,fullHouse,21
hsp-9734a973db6967dd7a9c,nakedSingle,25
hsp-9734a973db6967dd7a9c,hiddenSingle,10
hsp-9734a973db6967dd7a9c,hiddenPair,1
hsp-04db324f01e5bf59ea6e,fullHouse,20
hsp-04db324f01e5bf59ea6e,nakedSingle,20
hsp-04db324f01e5bf59ea6e,hiddenSingle,16
hsp-04db324f01e5bf59ea6e,hiddenPair,2
hsp-c2067c60eb9c401a79ba,fullHouse,21
hsp-c2067c60eb9c401a79ba,nakedSingle,20
hsp-c2067c60eb9c401a79ba,hiddenSingle,15
hsp-c2067c60eb9c401a79ba,lockedCandidates.pointing,1
hsp-246bec4709bf6a2bedc9,fullHouse,21
hsp-246bec4709bf6a2bedc9,nakedSingle,20
hsp-246bec4709bf6a2bedc9,hiddenSingle,15
hsp-246bec4709bf6a2bedc9,lockedCandidates.pointing,3
hsp-3e8c4ed4824636206860,fullHouse,19
hsp-3e8c4ed4824636206860,nakedSingle,25
hsp-3e8c4ed4824636206860,hiddenSingle,12
hsp-3e8c4ed4824636206860,lockedCandidates.pointing,1
hsp-c52ef1019294969581fd,fullHouse,20
hsp-c52ef1019294969581fd,nakedSingle,21
hsp-c52ef1019294969581fd,hiddenSingle,15
hsp-c52ef1019294969581fd,hiddenPair,1
hsp-696180eeae95f9f2d08b,fullHouse,21
hsp-696180eeae95f9f2d08b,nakedSingle,20
hsp-696180eeae95f9f2d08b,hiddenSingle,15
hsp-696180eeae95f9f2d08b,hiddenPair,1
hsp-5d09713244b577fb0d22,fullHouse,20
hsp-5d09713244b577fb0d22,nakedSingle,32
hsp-5d09713244b577fb0d22,hiddenSingle,4
hsp-5d09713244b577fb0d22,hiddenPair,2
hsp-bb464ae6164f5f0dae93,fullHouse,20
hsp-bb464ae6164f5f0dae93,nakedSingle,27
hsp-bb464ae6164f5f0dae93,hiddenSingle,9
hsp-bb464ae6164f5f0dae93,lockedCandidates.pointing,2
hsp-bb464ae6164f5f0dae93,hiddenPair,4
hsp-75eb6dd5ebd998edb1c9,fullHouse,19
hsp-75eb6dd5ebd998edb1c9,nakedSingle,25
hsp-75eb6dd5ebd998edb1c9,hiddenSingle,12
hsp-75eb6dd5ebd998edb1c9,lockedCandidates.pointing,1
hsp-f53afc498752792bcdd4,fullHouse,19
hsp-f53afc498752792bcdd4,nakedSingle,22
hsp-f53afc498752792bcdd4,hiddenSingle,18
hsp-f53afc498752792bcdd4,hiddenPair,1
hsp-a5490a08e17c2a243ea7,fullHouse,20
hsp-a5490a08e17c2a243ea7,nakedSingle,18
hsp-a5490a08e17c2a243ea7,hiddenSingle,16
hsp-a5490a08e17c2a243ea7,hiddenPair,1
hsp-f5d41ecd9af53bdef6d7,fullHouse,20
hsp-f5d41ecd9af53bdef6d7,nakedSingle,22
hsp-f5d41ecd9af53bdef6d7,hiddenSingle,15
hsp-f5d41ecd9af53bdef6d7,lockedCandidates.pointing,2
hsp-f5d41ecd9af53bdef6d7,hiddenPair,3
hsp-76699b8eccf13f2cbdb6,fullHouse,20
hsp-76699b8eccf13f2cbdb6,nakedSingle,20
hsp-76699b8eccf13f2cbdb6,hiddenSingle,17
hsp-76699b8eccf13f2cbdb6,hiddenPair,1
hsp-3cdea681d466efe7e2df,fullHouse,20
hsp-3cdea681d466efe7e2df,nakedSingle,26
hsp-3cdea681d466efe7e2df,hiddenSingle,11
hsp-3cdea681d466efe7e2df,hiddenPair,1
hsp-d614a23600f03e99dc65,fullHouse,20
hsp-d614a23600f03e99dc65,nakedSingle,23
hsp-d614a23600f03e99dc65,hiddenSingle,14
hsp-d614a23600f03e99dc65,hiddenPair,1
hsp-a560e7a9738ae6b4c493,fullHouse,19
hsp-a560e7a9738ae6b4c493,nakedSingle,28
hsp-a560e7a9738ae6b4c493,hiddenSingle,10
hsp-a560e7a9738ae6b4c493,hiddenPair,1
hsp-4454c7abb7e83ba0e0cb,fullHouse,20
hsp-4454c7abb7e83ba0e0cb,nakedSingle,22
hsp-4454c7abb7e83ba0e0cb,hiddenSingle,15
hsp-4454c7abb7e83ba0e0cb,hiddenPair,3
hsp-f76e182e2a10cf58fa3f,fullHouse,21
hsp-f76e182e2a10cf58fa3f,nakedSingle,28
hsp-f76e182e2a10cf58fa3f,hiddenSingle,8
hsp-f76e182e2a10cf58fa3f,lockedCandidates.pointing,3
hsp-f76e182e2a10cf58fa3f,lockedCandidates.claiming,1
hsp-ff1e3d8da5167d42ba14,fullHouse,21
hsp-ff1e3d8da5167d42ba14,nakedSingle,23
hsp-ff1e3d8da5167d42ba14,hiddenSingle,13
hsp-ff1e3d8da5167d42ba14,hiddenPair,1
hsp-74ccac305285e1707c5a,fullHouse,20
hsp-74ccac305285e1707c5a,nakedSingle,24
hsp-74ccac305285e1707c5a,hiddenSingle,13
hsp-74ccac305285e1707c5a,lockedCandidates.claiming,1
hsp-74ccac305285e1707c5a,hiddenPair,1
hsp-64fe858127559a9607ec,fullHouse,20
hsp-64fe858127559a9607ec,nakedSingle,28
hsp-64fe858127559a9607ec,hiddenSingle,9
hsp-64fe858127559a9607ec,lockedCandidates.pointing,2
hsp-b81d249cf447b39bb111,fullHouse,21
hsp-b81d249cf447b39bb111,nakedSingle,24
hsp-b81d249cf447b39bb111,hiddenSingle,12
hsp-b81d249cf447b39bb111,hiddenPair,1
hsp-c98fb679cd2bc1c0290f,fullHouse,20
hsp-c98fb679cd2bc1c0290f,nakedSingle,28
hsp-c98fb679cd2bc1c0290f,hiddenSingle,9
hsp-c98fb679cd2bc1c0290f,lockedCandidates.pointing,2
hsp-c98fb679cd2bc1c0290f,lockedCandidates.claiming,2
hsp-c98fb679cd2bc1c0290f,hiddenPair,1
hsp-378693d2f5a680ac571c,fullHouse,20
hsp-378693d2f5a680ac571c,nakedSingle,24
hsp-378693d2f5a680ac571c,hiddenSingle,13
hsp-378693d2f5a680ac571c,lockedCandidates.pointing,1
hsp-378693d2f5a680ac571c,hiddenPair,1
hsp-cec26091b764675424bf,fullHouse,21
hsp-cec26091b764675424bf,nakedSingle,25
hsp-cec26091b764675424bf,hiddenSingle,11
hsp-cec26091b764675424bf,hiddenPair,1
hsp-7389ce83913394d8b69c,fullHouse,20
hsp-7389ce83913394d8b69c,nakedSingle,20
hsp-7389ce83913394d8b69c,hiddenSingle,17
hsp-7389ce83913394d8b69c,hiddenPair,2
hsp-a3ea206b70d4f6af04e6,fullHouse,20
hsp-a3ea206b70d4f6af04e6,nakedSingle,23
hsp-a3ea206b70d4f6af04e6,hiddenSingle,14
hsp-a3ea206b70d4f6af04e6,lockedCandidates.claiming,1
hsp-2ad82d50676ff8402611,fullHouse,20
hsp-2ad82d50676ff8402611,nakedSingle,19
hsp-2ad82d50676ff8402611,hiddenSingle,18
hsp-2ad82d50676ff8402611,lockedCandidates.pointing,1
hsp-00a8ce113723e8fd1dce,fullHouse,20
hsp-00a8ce113723e8fd1dce,nakedSingle,25
hsp-00a8ce113723e8fd1dce,hiddenSingle,12
hsp-00a8ce113723e8fd1dce,lockedCandidates.pointing,1
hsp-00a8ce113723e8fd1dce,hiddenPair,1
hsp-cab98812cc6d93ad4d9e,fullHouse,21
hsp-cab98812cc6d93ad4d9e,nakedSingle,26
hsp-cab98812cc6d93ad4d9e,hiddenSingle,10
hsp-cab98812cc6d93ad4d9e,nakedPair,1
hsp-cab98812cc6d93ad4d9e,hiddenPair,2
hsp-6975677d3a4a158fec5a,fullHouse,20
hsp-6975677d3a4a158fec5a,nakedSingle,27
hsp-6975677d3a4a158fec5a,hiddenSingle,10
hsp-6975677d3a4a158fec5a,lockedCandidates.pointing,1
hsp-6975677d3a4a158fec5a,hiddenPair,1
hsp-49bb096c9699cbb14b75,fullHouse,21
hsp-49bb096c9699cbb14b75,nakedSingle,22
hsp-49bb096c9699cbb14b75,hiddenSingle,14
hsp-49bb096c9699cbb14b75,hiddenPair,2
hsp-19d9cbe8d95efa27dbf8,fullHouse,21
hsp-19d9cbe8d95efa27dbf8,nakedSingle,21
hsp-19d9cbe8d95efa27dbf8,hiddenSingle,13
hsp-19d9cbe8d95efa27dbf8,hiddenPair,4
hsp-ba0e14ca5b87245d1027,fullHouse,19
hsp-ba0e14ca5b87245d1027,nakedSingle,20
hsp-ba0e14ca5b87245d1027,hiddenSingle,16
hsp-ba0e14ca5b87245d1027,hiddenPair,1
hsp-fb01369902cf7ccba222,fullHouse,21
hsp-fb01369902cf7ccba222,nakedSingle,18
hsp-fb01369902cf7ccba222,hiddenSingle,16
hsp-fb01369902cf7ccba222,hiddenPair,2
hsp-9fdffbb1a7f99e3210e6,fullHouse,20
hsp-9fdffbb1a7f99e3210e6,nakedSingle,18
hsp-9fdffbb1a7f99e3210e6,hiddenSingle,17
hsp-9fdffbb1a7f99e3210e6,hiddenPair,1
hsp-98efded59d58ff32edfa,fullHouse,21
hsp-98efded59d58ff32edfa,nakedSingle,24
hsp-98efded59d58ff32edfa,hiddenSingle,10
hsp-98efded59d58ff32edfa,lockedCandidates.pointing,3
hsp-797d46817b4bef0ac2d8,fullHouse,20
hsp-797d46817b4bef0ac2d8,nakedSingle,27
hsp-797d46817b4bef0ac2d8,hiddenSingle,11
hsp-797d46817b4bef0ac2d8,lockedCandidates.pointing,1
hsp-797d46817b4bef0ac2d8,hiddenPair,2
hsp-6fbc8db7913642b1bc28,fullHouse,21
hsp-6fbc8db7913642b1bc28,nakedSingle,22
hsp-6fbc8db7913642b1bc28,hiddenSingle,15
hsp-6fbc8db7913642b1bc28,hiddenPair,1
hsp-05c974c14ea7da115c62,fullHouse,20
hsp-05c974c14ea7da115c62,nakedSingle,24
hsp-05c974c14ea7da115c62,hiddenSingle,14
hsp-05c974c14ea7da115c62,hiddenPair,3
hsp-3d9cd1e9ef555fa98874,fullHouse,21
hsp-3d9cd1e9ef555fa98874,nakedSingle,20
hsp-3d9cd1e9ef555fa98874,hiddenSingle,15
hsp-3d9cd1e9ef555fa98874,hiddenPair,3
hsp-258a9ce222cd8a8c99df,fullHouse,20
hsp-258a9ce222cd8a8c99df,nakedSingle,26
hsp-258a9ce222cd8a8c99df,hiddenSingle,10
hsp-258a9ce222cd8a8c99df,lockedCandidates.pointing,1
hsp-258a9ce222cd8a8c99df,lockedCandidates.claiming,1
hsp-fadd5676d3099701725e,fullHouse,19
hsp-fadd5676d3099701725e,nakedSingle,23
hsp-fadd5676d3099701725e,hiddenSingle,14
hsp-fadd5676d3099701725e,hiddenPair,2
hsp-2d942e5d43c358ec5b55,fullHouse,21
hsp-2d942e5d43c358ec5b55,nakedSingle,17
hsp-2d942e5d43c358ec5b55,hiddenSingle,18
hsp-2d942e5d43c358ec5b55,hiddenPair,1
hsp-b04a3020ffde65479e4c,fullHouse,21
hsp-b04a3020ffde65479e4c,nakedSingle,22
hsp-b04a3020ffde65479e4c,hiddenSingle,13
hsp-b04a3020ffde65479e4c,lockedCandidates.pointing,1
hsp-f920826e6ef459df95dc,fullHouse,21
hsp-f920826e6ef459df95dc,nakedSingle,20
hsp-f920826e6ef459df95dc,hiddenSingle,15
hsp-f920826e6ef459df95dc,lockedCandidates.pointing,1
hsp-f920826e6ef459df95dc,lockedCandidates.claiming,1
hsp-3fb862b3c49eed28ba6a,fullHouse,20
hsp-3fb862b3c49eed28ba6a,nakedSingle,26
hsp-3fb862b3c49eed28ba6a,hiddenSingle,10
hsp-3fb862b3c49eed28ba6a,lockedCandidates.pointing,3
hsp-3fb862b3c49eed28ba6a,hiddenPair,2
hsp-5a739cbc27a995033d07,fullHouse,21
hsp-5a739cbc27a995033d07,nakedSingle,28
hsp-5a739cbc27a995033d07,hiddenSingle,6
hsp-5a739cbc27a995033d07,lockedCandidates.claiming,1
hsp-5a739cbc27a995033d07,bugPlusOne,1
hsp-69eda30f18543807bd60,fullHouse,21
hsp-69eda30f18543807bd60,nakedSingle,24
hsp-69eda30f18543807bd60,hiddenSingle,11
hsp-69eda30f18543807bd60,hiddenPair,6
hsp-8aa287266fb8e7995475,fullHouse,19
hsp-8aa287266fb8e7995475,nakedSingle,19
hsp-8aa287266fb8e7995475,hiddenSingle,21
hsp-8aa287266fb8e7995475,hiddenPair,2
hsp-2bddd82527cbbf3b1b0c,fullHouse,20
hsp-2bddd82527cbbf3b1b0c,nakedSingle,29
hsp-2bddd82527cbbf3b1b0c,hiddenSingle,10
hsp-2bddd82527cbbf3b1b0c,lockedCandidates.pointing,2
hsp-2bddd82527cbbf3b1b0c,hiddenPair,3
hsp-7fc4ae09585d4adcd644,fullHouse,21
hsp-7fc4ae09585d4adcd644,nakedSingle,18
hsp-7fc4ae09585d4adcd644,hiddenSingle,15
hsp-7fc4ae09585d4adcd644,hiddenPair,1
hsp-95ddac7a21da8e4e9360,fullHouse,19
hsp-95ddac7a21da8e4e9360,nakedSingle,29
hsp-95ddac7a21da8e4e9360,hiddenSingle,9
hsp-95ddac7a21da8e4e9360,lockedCandidates.pointing,2
hsp-95ddac7a21da8e4e9360,hiddenPair,1
hsp-5fda745f960c563186a1,fullHouse,19
hsp-5fda745f960c563186a1,nakedSingle,23
hsp-5fda745f960c563186a1,hiddenSingle,15
hsp-5fda745f960c563186a1,hiddenPair,2
hsp-e84c6c0d3cc42b0ec89d,fullHouse,20
hsp-e84c6c0d3cc42b0ec89d,nakedSingle,22
hsp-e84c6c0d3cc42b0ec89d,hiddenSingle,15
hsp-e84c6c0d3cc42b0ec89d,hiddenPair,1
hsp-b2443c7e87ea799d7d8b,fullHouse,21
hsp-b2443c7e87ea799d7d8b,nakedSingle,25
hsp-b2443c7e87ea799d7d8b,hiddenSingle,11
hsp-b2443c7e87ea799d7d8b,lockedCandidates.claiming,1
hsp-b2443c7e87ea799d7d8b,hiddenPair,2
hsp-4da719a085aac4747fc9,fullHouse,20
hsp-4da719a085aac4747fc9,nakedSingle,24
hsp-4da719a085aac4747fc9,hiddenSingle,13
hsp-4da719a085aac4747fc9,hiddenPair,1
hsp-e3facd95adb434a04f58,fullHouse,20
hsp-e3facd95adb434a04f58,nakedSingle,22
hsp-e3facd95adb434a04f58,hiddenSingle,15
hsp-e3facd95adb434a04f58,hiddenPair,4
hsp-4244d0018f243cc06d3d,fullHouse,20
hsp-4244d0018f243cc06d3d,nakedSingle,22
hsp-4244d0018f243cc06d3d,hiddenSingle,15
hsp-4244d0018f243cc06d3d,lockedCandidates.pointing,1
hsp-4244d0018f243cc06d3d,hiddenPair,3
hsp-c52d9223a49a85025cdc,fullHouse,21
hsp-c52d9223a49a85025cdc,nakedSingle,19
hsp-c52d9223a49a85025cdc,hiddenSingle,17
hsp-c52d9223a49a85025cdc,lockedCandidates.pointing,3
hsp-c52d9223a49a85025cdc,hiddenPair,2
hsp-f59babc1ea6869b8ec37,fullHouse,19
hsp-f59babc1ea6869b8ec37,nakedSingle,28
hsp-f59babc1ea6869b8ec37,hiddenSingle,10
hsp-f59babc1ea6869b8ec37,lockedCandidates.pointing,1
hsp-6726683c5835f856137d,fullHouse,21
hsp-6726683c5835f856137d,nakedSingle,27
hsp-6726683c5835f856137d,hiddenSingle,9
hsp-6726683c5835f856137d,hiddenPair,1
hsp-b970276f8dc16bd86180,fullHouse,19
hsp-b970276f8dc16bd86180,nakedSingle,21
hsp-b970276f8dc16bd86180,hiddenSingle,17
hsp-b970276f8dc16bd86180,hiddenPair,1
hsp-771dc91faae416adca8c,fullHouse,20
hsp-771dc91faae416adca8c,nakedSingle,22
hsp-771dc91faae416adca8c,hiddenSingle,15
hsp-771dc91faae416adca8c,lockedCandidates.pointing,2
hsp-3f85242cd9c675d7f1ba,fullHouse,20
hsp-3f85242cd9c675d7f1ba,nakedSingle,25
hsp-3f85242cd9c675d7f1ba,hiddenSingle,12
hsp-3f85242cd9c675d7f1ba,hiddenPair,1
hsp-58bcb2662c84fbc6be7d,fullHouse,19
hsp-58bcb2662c84fbc6be7d,nakedSingle,22
hsp-58bcb2662c84fbc6be7d,hiddenSingle,16
hsp-58bcb2662c84fbc6be7d,hiddenPair,1
hsp-a37fbc122d3054986538,fullHouse,20
hsp-a37fbc122d3054986538,nakedSingle,16
hsp-a37fbc122d3054986538,hiddenSingle,19
hsp-a37fbc122d3054986538,hiddenPair,1
hsp-d03fdf7b27e93c0814e0,fullHouse,19
hsp-d03fdf7b27e93c0814e0,nakedSingle,26
hsp-d03fdf7b27e93c0814e0,hiddenSingle,10
hsp-d03fdf7b27e93c0814e0,hiddenPair,1
hsp-8b2238ef148dacb6e516,fullHouse,20
hsp-8b2238ef148dacb6e516,nakedSingle,21
hsp-8b2238ef148dacb6e516,hiddenSingle,14
hsp-8b2238ef148dacb6e516,lockedCandidates.pointing,1
hsp-8b2238ef148dacb6e516,hiddenPair,2
hsp-a88cae34816988be1d92,fullHouse,20
hsp-a88cae34816988be1d92,nakedSingle,29
hsp-a88cae34816988be1d92,hiddenSingle,6
hsp-a88cae34816988be1d92,lockedCandidates.pointing,4
hsp-a88cae34816988be1d92,hiddenPair,3
hsp-c70df96816a4f7d49239,fullHouse,19
hsp-c70df96816a4f7d49239,nakedSingle,23
hsp-c70df96816a4f7d49239,hiddenSingle,16
hsp-c70df96816a4f7d49239,hiddenPair,1
hsp-f0d086bcb5c3b1e48c68,fullHouse,21
hsp-f0d086bcb5c3b1e48c68,nakedSingle,23
hsp-f0d086bcb5c3b1e48c68,hiddenSingle,14
hsp-f0d086bcb5c3b1e48c68,hiddenPair,1
hsp-57058a3392751c8e80c7,fullHouse,21
hsp-57058a3392751c8e80c7,nakedSingle,23
hsp-57058a3392751c8e80c7,hiddenSingle,14
hsp-57058a3392751c8e80c7,lockedCandidates.pointing,1
hsp-b9959f5294e337791cad,fullHouse,19
hsp-b9959f5294e337791cad,nakedSingle,28
hsp-b9959f5294e337791cad,hiddenSingle,11
hsp-b9959f5294e337791cad,hiddenPair,1
hsp-db47d5f0a5c86ee1d609,fullHouse,21
hsp-db47d5f0a5c86ee1d609,nakedSingle,20
hsp-db47d5f0a5c86ee1d609,hiddenSingle,15
hsp-db47d5f0a5c86ee1d609,hiddenPair,1
hsp-e1e256bbf25d8a795aec,fullHouse,19
hsp-e1e256bbf25d8a795aec,nakedSingle,20
hsp-e1e256bbf25d8a795aec,hiddenSingle,17
hsp-e1e256bbf25d8a795aec,hiddenPair,1
hsp-f54c504077e083f6c769,fullHouse,20
hsp-f54c504077e083f6c769,nakedSingle,23
hsp-f54c504077e083f6c769,hiddenSingle,13
hsp-f54c504077e083f6c769,hiddenPair,1
hsp-2def4b75152d71106bae,fullHouse,20
hsp-2def4b75152d71106bae,nakedSingle,26
hsp-2def4b75152d71106bae,hiddenSingle,10
hsp-2def4b75152d71106bae,hiddenPair,1
hsp-808fd58e864319ebf164,fullHouse,21
hsp-808fd58e864319ebf164,nakedSingle,27
hsp-808fd58e864319ebf164,hiddenSingle,8
hsp-808fd58e864319ebf164,lockedCandidates.pointing,4
hsp-808fd58e864319ebf164,lockedCandidates.claiming,1
hsp-808fd58e864319ebf164,nakedPair,1
hsp-808fd58e864319ebf164,hiddenPair,1
hsp-4f6d782a8239aeebe2ce,fullHouse,21
hsp-4f6d782a8239aeebe2ce,nakedSingle,27
hsp-4f6d782a8239aeebe2ce,hiddenSingle,8
hsp-4f6d782a8239aeebe2ce,lockedCandidates.pointing,1
hsp-4f6d782a8239aeebe2ce,hiddenPair,2
hsp-88d025b75131ed143205,fullHouse,20
hsp-88d025b75131ed143205,nakedSingle,22
hsp-88d025b75131ed143205,hiddenSingle,14
hsp-88d025b75131ed143205,lockedCandidates.claiming,1
hsp-1e34d99bc97b36b0bfd2,fullHouse,20
hsp-1e34d99bc97b36b0bfd2,nakedSingle,20
hsp-1e34d99bc97b36b0bfd2,hiddenSingle,16
hsp-1e34d99bc97b36b0bfd2,hiddenPair,1
hsp-4e2b791203a78b3106d9,fullHouse,21
hsp-4e2b791203a78b3106d9,nakedSingle,19
hsp-4e2b791203a78b3106d9,hiddenSingle,16
hsp-4e2b791203a78b3106d9,lockedCandidates.pointing,1
hsp-cca9b9888d16f4700d30,fullHouse,20
hsp-cca9b9888d16f4700d30,nakedSingle,19
hsp-cca9b9888d16f4700d30,hiddenSingle,17
hsp-cca9b9888d16f4700d30,hiddenPair,1
hsp-777caca67d94847ffdac,fullHouse,20
hsp-777caca67d94847ffdac,nakedSingle,21
hsp-777caca67d94847ffdac,hiddenSingle,15
hsp-777caca67d94847ffdac,hiddenPair,3
hsp-1cfd6df2568710359fb7,fullHouse,19
hsp-1cfd6df2568710359fb7,nakedSingle,20
hsp-1cfd6df2568710359fb7,hiddenSingle,17
hsp-1cfd6df2568710359fb7,hiddenPair,2
hsp-ae43700a8e96be347858,fullHouse,21
hsp-ae43700a8e96be347858,nakedSingle,19
hsp-ae43700a8e96be347858,hiddenSingle,16
hsp-ae43700a8e96be347858,lockedCandidates.claiming,1
hsp-9c4f13bd62d54ed7d12a,fullHouse,20
hsp-9c4f13bd62d54ed7d12a,nakedSingle,21
hsp-9c4f13bd62d54ed7d12a,hiddenSingle,15
hsp-9c4f13bd62d54ed7d12a,lockedCandidates.claiming,2
hsp-9c4f13bd62d54ed7d12a,hiddenPair,2
hsp-f01c7ea41999d85a25a7,fullHouse,19
hsp-f01c7ea41999d85a25a7,nakedSingle,22
hsp-f01c7ea41999d85a25a7,hiddenSingle,15
hsp-f01c7ea41999d85a25a7,hiddenPair,1
hsp-374eb07d3fef4dcbe38e,fullHouse,21
hsp-374eb07d3fef4dcbe38e,nakedSingle,25
hsp-374eb07d3fef4dcbe38e,hiddenSingle,10
hsp-374eb07d3fef4dcbe38e,lockedCandidates.pointing,1
hsp-374eb07d3fef4dcbe38e,nakedPair,1
hsp-374eb07d3fef4dcbe38e,hiddenPair,1
hsp-b0ce5b126317922575f1,fullHouse,20
hsp-b0ce5b126317922575f1,nakedSingle,14
hsp-b0ce5b126317922575f1,hiddenSingle,20
hsp-b0ce5b126317922575f1,hiddenPair,1
hsp-44e68c14c25e1b74c788,fullHouse,20
hsp-44e68c14c25e1b74c788,nakedSingle,26
hsp-44e68c14c25e1b74c788,hiddenSingle,13
hsp-44e68c14c25e1b74c788,hiddenPair,3
hsp-2d09a50280b6fedd7cee,fullHouse,20
hsp-2d09a50280b6fedd7cee,nakedSingle,25
hsp-2d09a50280b6fedd7cee,hiddenSingle,8
hsp-2d09a50280b6fedd7cee,lockedCandidates.pointing,2
