id,puzzle,solution,difficulty_level,difficulty_score,hardest_technique,rating_version,source,content_version,checksum,enabled
hsp-cc1577f7533df73a6372,900000000000506000000070004001002040080300000070089025020000301540068007000000050,967421538438596712152873964691752843285314679374689125726945381543168297819237456,5,1088,sdc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,0edd07761d801b4ba880909f52ab294e944793cc962ed45fbefb28ed620bdfb4,1
hsp-7bedd2fa26aaa875117d,000010080000000000940500000000300002170000004005097301601009030000080100007006208,752613489318974625946528713469351872173862954825497361681249537234785196597136248,5,1104,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,9113c9fdd3a5390f3e9173fc45e1a3918cfd42d3ff3e3092c54c55e9c9cf5e5b,1
hsp-f74c6ca211516aa6c33e,000700400020005000000930002080000000000000600009613520092000000601400000530008010,365782491928145367417936852286597134153824679749613528892361745671459283534278916,5,1148,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,a911627e459ab78332137d024f0ab34b54a0635205160f407e48d191ac0a5dce,1
hsp-c16956601d280125bcfb,000002004034500009007000003000060090109027060500800000942000058000010030000000006,691732584234581679857946213423165897189327465576894321942673158765418932318259746,5,1174,sdc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,f32e56ce57013c255a690416c07e820891e91631e89b8cdce289410d7878bb14,1
hsp-bc8134c2c32a4d87ff04,080209063040010070000000800006000000018020600400090000009006280300050900000000000,587249163642318579193765842276583491918427635435691728759136284364852917821974356,5,1242,sbf3,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,90db238eccc2331f2cdb244db8628cd0d238bcc705b7e2eba750e14d342490b5,1
hsp-0a7ac0a93eac51116971,168000000000000920290000070000003009000006405005079000500600000004000800009080001,168927354457361928293548176846253719972816435315479682581634297724195863639782541,5,1282,sdc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,fa2f9e41b630cd14ee73f2205f7b3afbc78a7d982ae4ba5d970e0605e1d506b1,1
hsp-0938ef8703cb75127900,000090000003004029600803000000580230000000004901040075400000000800000000020700056,148297563573164829692853147764589231235671984981342675457926318816435792329718456,5,1398,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,384364e33d8697dfc7ecff9f2dda29774ec3b1be56d199a9fe949d1e09940e77,1
hsp-5fb271c7c5517878e625,000010009058300017000000000070045002901820560000000000003060108000500600600000000,467218359258396417139754826376145982941827563825639741593462178712583694684971235,5,1408,dnl,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,2bc13c4da758127cd762a55edb47c3741548aba91edbad60d527d038915e9f98,1
hsp-ca1098f8377cc0e4a73f,004690120060700000000000009000000400010000070009347005875400000002960300000002000,754698123961723854238514769527189436413256978689347215875431692142965387396872541,5,1534,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,59bc7a9bff839e85dbf4102f03c6dedf74522b83c830e6900e485a6089b7c774,1
hsp-491b6e9a793d5c5c34b5,000006013600080009400709000067008000000000500230060000000000100800000004051200380,975426813612583479483719625567948231194372568238165947346857192829631754751294386,5,1558,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,e472b0eb87cbbdfccba9c7abc398954ab6269dad262753bc8ac0bd6627a786ca,1
hsp-725d703f8e31fc0115f9,006078204070201300005000078197000080000016000020000000000069000000400000500000890,916378254874251369235694178197542683453816927628937541782169435369485712541723896,5,1584,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,536858e0b3604e26615055877f82053a4015c14d9bf6f182a0ef36a4bae12915,1
hsp-230386aad2b36c4dbcf0,046000007327000800000008000000300070200064050000002000005000000080000004400001203,846513927327946815591278436964385172218764359753192648635429781182637594479851263,5,1606,sdc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,30165e9d264f0bb46df9c97b6099c82faa880f7dc436f3851e08951eb7f4bf22,1
hsp-58888b580b26d4d1e168,015000009080000040320001000006037290100005800000060000003000470000094000060072010,715486329689723145324951687546837291197245836832169754953618472271394568468572913,5,1630,aic,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,f6657bdabb73107ac647de652ba6fd44347e723418303bd93a0cf3cac8d0f759,1
hsp-13b903b81b9d64115302,000000007100000000040370500970030006028000050000010800000400060005006001030980000,253194687187562394649378512971835246328647159564219873712453968895726431436981725,5,1662,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,73bc2a24b1b8f28ebb929fcaebf0944e9c18115a01d75ad8983b04bb3696e70e,1
hsp-987d50b77c2ec8e2d55c,000000009000000264320100050900005030000001702080003000140700000005038000000000090,867524319519387264324196857972845136453961782681273945148759623295638471736412598,5,1742,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,eefca7d583a9d0c34d5061d594f84cebc3910a1e3385ea3364692874df7c719d,1
hsp-e2ad888292e77c778708,004000030650000000020008904200000000000203067060900000000580000007036840000002000,914725638658394721723618954275861493489253167361947285142589376597136842836472519,5,1792,xyc,hodoku2-2.4.3+hsp-1.0,hodoku2-2.4.3-build-116,1,b15d53b57502217db83fe3738bd76d7e72630dad3b488fda5cc9083f8e323070,1
